epoch,loss,accuracy
1,1.2417752742767334,0.10693901777267456
2,1.0793869495391846,0.12796635925769806
3,1.0444914102554321,0.15750475227832794
4,1.015460729598999,0.18774406611919403
5,0.9941626787185669,0.19275057315826416
6,0.976469099521637,0.19405226409435272
7,0.9576840996742249,0.1962551325559616
8,0.9390352368354797,0.20626814663410187
9,0.9206949472427368,0.2211875468492508
10,0.9018131494522095,0.2316010743379593
11,0.8835705518722534,0.23630720376968384
12,0.8660718202590942,0.25122660398483276
13,0.8485158085823059,0.2576349377632141
14,0.8317627906799316,0.26554521918296814
15,0.8151156902313232,0.27395614981651306
16,0.7992230653762817,0.2804645895957947
17,0.7839587926864624,0.28757384419441223
18,0.7676569819450378,0.2943826913833618
19,0.7533642649650574,0.29988986253738403
20,0.7378489375114441,0.3061980605125427
21,0.7240017652511597,0.3099028766155243
22,0.7105197906494141,0.31631121039390564
23,0.695772647857666,0.3217182457447052
24,0.6835026741027832,0.32592371106147766
25,0.6695579290390015,0.33683788776397705
26,0.656486988067627,0.3420446515083313
27,0.6435836553573608,0.34765195846557617
28,0.6312004327774048,0.35526183247566223
29,0.6173614859580994,0.3625713288784027
30,0.6063358187675476,0.3688795566558838
31,0.5925186276435852,0.3775908648967743
32,0.5818250775337219,0.3848002254962921
33,0.5686800479888916,0.3928106427192688
34,0.5571326017379761,0.4013217091560364
35,0.5450755953788757,0.41053369641304016
36,0.5335844159126282,0.4200460612773895
37,0.521979808807373,0.42625412344932556
38,0.5102683901786804,0.4382697641849518
39,0.49944257736206055,0.44467806816101074
40,0.48706182837486267,0.4587964415550232
41,0.4764251410961151,0.4701111316680908
42,0.46559983491897583,0.4808250665664673
43,0.45403528213500977,0.49344146251678467
44,0.44414016604423523,0.5040552616119385
45,0.4330733120441437,0.5176729559898376
46,0.4224645793437958,0.5309903025627136
47,0.41189783811569214,0.5428056716918945
48,0.401886522769928,0.5556222796440125
49,0.3908715546131134,0.5694402456283569
50,0.3816150426864624,0.5792530179023743
51,0.37272414565086365,0.5867627859115601
52,0.3621251881122589,0.5992790460586548
53,0.35284125804901123,0.6156002879142761
54,0.34417375922203064,0.6267147064208984
55,0.3338044583797455,0.637028157711029
56,0.3255704939365387,0.6468408703804016
57,0.31648799777030945,0.6585561037063599
58,0.3086415231227875,0.6666666865348816
59,0.3005787432193756,0.6744768023490906
60,0.29117870330810547,0.6922999620437622
61,0.28309065103530884,0.6979072690010071
62,0.2761628031730652,0.7061179280281067
63,0.2680690884590149,0.7199358940124512
64,0.26136094331741333,0.7239411473274231
65,0.2532478868961334,0.7318513989448547
66,0.24599727988243103,0.7433663606643677
67,0.23963700234889984,0.7518774271011353
68,0.23194162547588348,0.7578852772712708
69,0.22671230137348175,0.7639932036399841
70,0.21982833743095398,0.7703014016151428
71,0.21337047219276428,0.7794132232666016
72,0.2059113085269928,0.7875238060951233
73,0.20028410851955414,0.7965354919433594
74,0.19417931139469147,0.8006408214569092
75,0.18915720283985138,0.8090517520904541
76,0.18312741816043854,0.8127565979957581
77,0.17750190198421478,0.8198658227920532
78,0.17185373604297638,0.8281766176223755
79,0.1667788177728653,0.8350856304168701
80,0.16163676977157593,0.8411935567855835
81,0.15709803998470306,0.8438970446586609
82,0.15235352516174316,0.8495043516159058
83,0.14687414467334747,0.8593171238899231
84,0.1428675651550293,0.8618203401565552
85,0.13809029757976532,0.8678281903266907
86,0.13349175453186035,0.8706318140029907
87,0.13010874390602112,0.8768398761749268
88,0.12486355751752853,0.8806448578834534
89,0.1220901608467102,0.8825473189353943
90,0.11698421835899353,0.890357494354248
91,0.1142268180847168,0.8933613896369934
92,0.10964211821556091,0.8958646059036255
93,0.10692042857408524,0.8966656923294067
94,0.10270747542381287,0.9038750529289246
95,0.09945791214704514,0.9061780571937561
96,0.0963222086429596,0.9093822240829468
97,0.0938292145729065,0.9110844135284424
98,0.08990010619163513,0.9143887162208557
99,0.0871359258890152,0.9181936383247375
100,0.08415832370519638,0.9206969141960144
101,0.08151999861001968,0.92239910364151
102,0.0795573964715004,0.9239010810852051
103,0.07613212615251541,0.9273055195808411
104,0.07353754341602325,0.9288074374198914
105,0.07145294547080994,0.9310103058815002
106,0.06966443359851837,0.9332131743431091
107,0.06687594205141068,0.9332131743431091
108,0.0645703449845314,0.9371182322502136
109,0.06316962093114853,0.937018096446991
110,0.06113697215914726,0.9366176128387451
111,0.05866258218884468,0.9394212365150452
112,0.056966353207826614,0.9399219155311584
113,0.05502867326140404,0.9426254034042358
114,0.05363631621003151,0.94222491979599
115,0.05195474624633789,0.945328950881958
116,0.05036097392439842,0.9455291628837585
117,0.04943147301673889,0.9460298418998718
118,0.04758388549089432,0.9475318193435669
119,0.04609401524066925,0.9470311403274536
120,0.0450114905834198,0.9492340087890625
121,0.04379144683480263,0.9487333297729492
122,0.0426972433924675,0.950035035610199
123,0.04148082807660103,0.9498347640037537
124,0.040563732385635376,0.9518373608589172
125,0.039629705250263214,0.9524381756782532
126,0.038378313183784485,0.9523380398750305
127,0.037508729845285416,0.9508360624313354
128,0.03665268421173096,0.9517372846603394
129,0.035863883793354034,0.9529387950897217
130,0.035125914961099625,0.9525383114814758
131,0.03428423032164574,0.9528387188911438
132,0.03365624323487282,0.9523380398750305
133,0.033168964087963104,0.9535396099090576
134,0.032175127416849136,0.9523380398750305
135,0.03151066601276398,0.9535396099090576
136,0.03107738308608532,0.9547411799430847
137,0.030430415645241737,0.9539400935173035
138,0.030059585347771645,0.953139066696167
139,0.02948218584060669,0.9536397457122803
140,0.029062731191515923,0.953139066696167
141,0.028498675674200058,0.9542405009269714
142,0.02824541926383972,0.9538400173187256
143,0.02775072306394577,0.9535396099090576
144,0.02722110040485859,0.9535396099090576
145,0.02681947685778141,0.9525383114814758
146,0.026734573766589165,0.9537398815155029
147,0.026309650391340256,0.9529387950897217
148,0.026079997420310974,0.9528387188911438
149,0.025611354038119316,0.9533393383026123
150,0.025320444256067276,0.95494145154953
151,0.02504671923816204,0.9547411799430847
152,0.025007983669638634,0.9528387188911438
153,0.02461288869380951,0.9539400935173035
154,0.02427283674478531,0.9538400173187256
155,0.024199653416872025,0.9535396099090576
156,0.024005459621548653,0.9519374966621399
157,0.023737341165542603,0.9530389308929443
158,0.023426029831171036,0.9529387950897217
159,0.023371003568172455,0.9537398815155029
160,0.023061322048306465,0.9532392024993896
161,0.0229654498398304,0.9527385830879211
162,0.02277739904820919,0.9544407725334167
163,0.02267027646303177,0.9532392024993896
164,0.02242107503116131,0.9543406367301941
165,0.02225000411272049,0.9536397457122803
166,0.022151783108711243,0.9533393383026123
167,0.02197423204779625,0.9537398815155029
168,0.02198459580540657,0.9542405009269714
169,0.021737828850746155,0.9539400935173035
170,0.021645650267601013,0.9535396099090576
171,0.02163427509367466,0.9544407725334167
172,0.021498221904039383,0.9544407725334167
173,0.02132422849535942,0.9546410441398621
174,0.021289434283971786,0.9529387950897217
175,0.021076316013932228,0.9537398815155029
176,0.0210642721503973,0.9547411799430847
177,0.021031757816672325,0.9542405009269714
178,0.020809104666113853,0.9538400173187256
179,0.02082362212240696,0.9542405009269714
180,0.020708365365862846,0.9538400173187256
181,0.02068641223013401,0.9535396099090576
182,0.020626991987228394,0.9513367414474487
183,0.020513180643320084,0.9532392024993896
184,0.020336348563432693,0.9537398815155029
185,0.020327981561422348,0.9540402293205261
186,0.02030661702156067,0.9547411799430847
187,0.020084379240870476,0.9540402293205261
188,0.0202478114515543,0.9532392024993896
189,0.020075522363185883,0.9532392024993896
190,0.020053796470165253,0.9540402293205261
191,0.020090462639927864,0.9536397457122803
192,0.019875606521964073,0.9538400173187256
193,0.019906697794795036,0.9543406367301941
194,0.01986696384847164,0.9533393383026123
195,0.019689200446009636,0.95494145154953
196,0.019675543531775475,0.9533393383026123
197,0.019672691822052002,0.9550415277481079
198,0.019608626142144203,0.95494145154953
199,0.019570572301745415,0.9544407725334167
200,0.019509799778461456,0.953139066696167
201,0.019514886662364006,0.9533393383026123
202,0.019524291157722473,0.9528387188911438
203,0.019415447488427162,0.9538400173187256
204,0.019353637471795082,0.953139066696167
205,0.01931180991232395,0.953439474105835
206,0.019371315836906433,0.9522379040718079
207,0.019274329766631126,0.9545409083366394
208,0.019262172281742096,0.9541403651237488
209,0.01919218897819519,0.9526384472846985
210,0.019135121256113052,0.9544407725334167
211,0.019136451184749603,0.9542405009269714
212,0.019082985818386078,0.9541403651237488
213,0.01905416138470173,0.9545409083366394
214,0.018991218879818916,0.9545409083366394
215,0.01895158365368843,0.9542405009269714
216,0.0189399141818285,0.9540402293205261
217,0.018956424668431282,0.9542405009269714
218,0.018866481259465218,0.9535396099090576
219,0.018876545131206512,0.9550415277481079
220,0.018938956782221794,0.9540402293205261
221,0.018804434686899185,0.9539400935173035
222,0.0188897717744112,0.9538400173187256
223,0.01884317584335804,0.9539400935173035
224,0.01880256086587906,0.9548413157463074
225,0.018777145072817802,0.953439474105835
226,0.018701229244470596,0.9543406367301941
227,0.018750645220279694,0.9527385830879211
228,0.018682170659303665,0.9546410441398621
229,0.01865612156689167,0.9540402293205261
230,0.018700778484344482,0.9545409083366394
231,0.01867045648396015,0.9538400173187256
232,0.01854761689901352,0.9539400935173035
233,0.018611624836921692,0.9530389308929443
234,0.018520565703511238,0.9526384472846985
235,0.018567102029919624,0.9554420709609985
236,0.018532883375883102,0.9535396099090576
237,0.018496733158826828,0.9542405009269714
238,0.01849420741200447,0.9546410441398621
239,0.018473094329237938,0.9537398815155029
240,0.018406035378575325,0.9545409083366394
241,0.018468813970685005,0.9550415277481079
242,0.018328869715332985,0.9543406367301941
243,0.018342221155762672,0.9536397457122803
244,0.018438883125782013,0.9537398815155029
245,0.018360162153840065,0.9545409083366394
246,0.01830248162150383,0.9538400173187256
247,0.018353037536144257,0.9545409083366394
248,0.018323887139558792,0.9533393383026123
249,0.018320707604289055,0.953439474105835
250,0.018279610201716423,0.9551416635513306
251,0.018319031223654747,0.9546410441398621
252,0.018319321796298027,0.9529387950897217
253,0.01821949891746044,0.9544407725334167
254,0.018224632367491722,0.9543406367301941
255,0.018184145912528038,0.9543406367301941
256,0.018167538568377495,0.9544407725334167
257,0.01816239207983017,0.9541403651237488
258,0.01815318875014782,0.9543406367301941
259,0.0181113388389349,0.9547411799430847
260,0.018087182193994522,0.9544407725334167
261,0.018174363300204277,0.9538400173187256
262,0.018081827089190483,0.9547411799430847
263,0.018127072602510452,0.9543406367301941
264,0.018013423308730125,0.9544407725334167
265,0.018073037266731262,0.953439474105835
266,0.018047822639346123,0.9526384472846985
267,0.018023937940597534,0.9540402293205261
268,0.018088847398757935,0.9538400173187256
269,0.01801317371428013,0.9540402293205261
270,0.018043994903564453,0.9540402293205261
271,0.017964115366339684,0.9532392024993896
272,0.01794234849512577,0.9550415277481079
273,0.017978530377149582,0.9551416635513306
274,0.017927469685673714,0.9554420709609985
275,0.01805000752210617,0.9540402293205261
276,0.01795993559062481,0.9548413157463074
277,0.01794356293976307,0.9546410441398621
278,0.018031882122159004,0.9540402293205261
279,0.017878321930766106,0.9555422067642212
280,0.01795896887779236,0.9540402293205261
281,0.01785462349653244,0.9547411799430847
282,0.01795467734336853,0.9540402293205261
283,0.017842289060354233,0.9543406367301941
284,0.017822856083512306,0.9552417993545532
285,0.01784193515777588,0.9547411799430847
286,0.017970751971006393,0.9541403651237488
287,0.017812365666031837,0.9543406367301941
288,0.0178520604968071,0.9530389308929443
289,0.01785963401198387,0.9541403651237488
290,0.017830459401011467,0.9533393383026123
291,0.017778722569346428,0.953139066696167
292,0.01778702437877655,0.9548413157463074
293,0.017825894057750702,0.9543406367301941
294,0.017793599516153336,0.95494145154953
295,0.017812855541706085,0.9535396099090576
296,0.01782047189772129,0.95494145154953
297,0.017644891515374184,0.9548413157463074
298,0.017791295424103737,0.9547411799430847
299,0.017763100564479828,0.9550415277481079
300,0.017689479514956474,0.9536397457122803
